source_name,source_url,forecast_date,outlook_date,price_usd,price_range_min,price_range_max,context,scraped_date
www.mining.com,https://www.mining.com/web/iron-ore-price-hits-one-week-low-on-narrower-steel-margins-weak-demand/,,700,101.35,,,"67% lower at 766 yuan ($107.09) a metric ton. It hit its lowest since August 20 at 761 yuan earlier in the session. By 0700 GMT, the benchmark October iron ore on the Singapore Exchange lost 2.05% to $101.35 a ton, the weakest since August 25. Narrower steel margins, coupled with expectations of lower hot metal output, have put pressure on ore prices, broker Hongyuan Futures said. Analysts expect",6/11/2025 18:02
www.mining.com,https://www.mining.com/web/chinese-state-iron-ore-trader-to-halt-some-bhp-orders-in-dispute/,,,106.5,,,"under long-term contracts at discounted rates, but little progress has been made, the people said. Futures of the steel-making ingredient in Singapore rose as much as 1.3%, before easing slightly to $106.50 a ton by 4:14 p.m. on Friday. Yuan-priced iron ore on the Dalian exchange advanced 0.9%. The steel association convened a meeting in Beijing on Thursday to review market conditions and prepare",6/11/2025 18:03
www.mining.com,https://www.mining.com/web/iron-ore-price-faces-mounting-pressure-as-100-support-looks-rocky/,,,103.75,,,"me online soon. “The elevated inventories prompted steel mills in Mainland China to scale back purchases,” according to a note from BMI, a unit of Fitch Group. Singapore iron ore futures fell 0.9% to $103.75 a ton at 12:31 p.m. local time. Yuan-priced futures on the Dalian exchange and Shanghai steel contracts also declined. Meanwhile, base metals trimmed this week’s gains on the London Metal Exch",6/11/2025 18:03
www.mining.com,https://www.mining.com/web/iron-ore-price-extends-gain-as-goldman-sachs-lifts-fourth-quarter-price-forecast/,,,90,,,"k Image. Prices of iron ore futures climbed for a second straight session on Wednesday, as Goldman Sachs raised its average price forecast for the fourth quarter of this year to $95 a metric ton from $90 a ton previously. The most-traded January iron ore contract on China’s Dalian Commodity Exchange (DCE) closed daytime trade 0.71% higher at 777 yuan ($108.63) a ton. The benchmark October iron ore",6/11/2025 18:03
www.mining.com,https://www.mining.com/web/iron-ore-price-extends-gain-as-goldman-sachs-lifts-fourth-quarter-price-forecast/,,,102.85,,,"ry iron ore contract on China’s Dalian Commodity Exchange (DCE) closed daytime trade 0.71% higher at 777 yuan ($108.63) a ton. The benchmark October iron ore on the Singapore Exchange was up 0.39% at $102.85 a ton, as of 0721 GMT. Goldman Sachs maintained its 2026-end price forecast of $80 a ton. While prices have rebounded, ore demand has not showed signs of improving, analysts at broker First Fu",6/11/2025 18:03
www.mining.com,https://www.mining.com/web/iron-ore-price-extends-gain-as-goldman-sachs-lifts-fourth-quarter-price-forecast/,,,80,,,"71% higher at 777 yuan ($108.63) a ton. The benchmark October iron ore on the Singapore Exchange was up 0.39% at $102.85 a ton, as of 0721 GMT. Goldman Sachs maintained its 2026-end price forecast of $80 a ton. While prices have rebounded, ore demand has not showed signs of improving, analysts at broker First Futures said, flagging potential downside risks in the short term. Column: China iron ore",6/11/2025 18:03
www.mining.com,https://www.mining.com/web/chinas-massive-african-mine-threatens-to-upend-iron-ore-market/,3/11/2025,,85,,,"osed by the construction schedule. Column: Massive Simandou mine can end Australia’s golden iron ore age, or start new one Internal forecasts at some of the biggest miners expect iron ore to slump to $85 a ton in the coming three years, as Simandou cranks up to full output over the next two and a half years. Even the more bullish predictions see the ore struggling to stay at current levels above $",6/11/2025 18:04
www.mining.com,https://www.mining.com/web/swedish-mining-town-pays-price-for-europes-raw-material-need/,,,100,,,"nd construction but in the military equipment Europe is racing to produce. LKAB plans to boost volumes by up to 50% in the next decade. That’s also in the company’s interest; Iron ore costs just over $100 a ton, so huge amounts are needed to turn a profit. But the jewel in the crown at Kiruna is Per Geijer, just north of the town. It’s one of Europe’s biggest deposits of rare earths, vital for pro",6/11/2025 18:04
www.mining.com,https://www.mining.com/web/column-chinas-ravenous-appetite-for-iron-ore-remains-as-steel-output-slips/,,2025,93.35,,,"d up the pace of iron ore imports in recent months even as steel output softens? Price moves offer a partial explanation, with benchmark Singapore Exchange contracts dropping to an eight-month low of $93.35 a ton on July 1. The lower price would have encouraged steel mills and traders to increase imports, but this momentum may be fading given the price has trended higher in recent weeks, ending at",6/11/2025 18:04
www.mining.com,https://www.mining.com/web/column-chinas-ravenous-appetite-for-iron-ore-remains-as-steel-output-slips/,,,105.66,,,"93.35 a ton on July 1. The lower price would have encouraged steel mills and traders to increase imports, but this momentum may be fading given the price has trended higher in recent weeks, ending at $105.66 a ton on Monday, not far off the eight-month high of $107.30 reached on October 13. Goldman lifts iron ore forecast for next year, but stays bearish There is also some evidence of rising stock",6/11/2025 18:04
